"","Date","countInten"
"299",2022-03-27 04:58:00,470.498
"300",2022-03-27 04:59:00,473.622
"301",2022-03-27 05:00:00,465.286
"302",2022-03-27 05:01:00,465.96
"303",2022-03-27 05:02:00,466.927
"304",2022-03-27 05:03:00,465.453
"305",2022-03-27 05:04:00,461.525
"306",2022-03-27 05:05:00,469.049
"307",2022-03-27 05:06:00,464.785
"308",2022-03-27 05:07:00,463.535
"309",2022-03-27 05:08:00,472.42
"310",2022-03-27 05:09:00,465.551
"311",2022-03-27 05:10:00,464.173
"312",2022-03-27 05:11:00,460.371
"313",2022-03-27 05:12:00,468.789
"314",2022-03-27 05:13:00,467.114
"315",2022-03-27 05:14:00,467.634
"316",2022-03-27 05:15:00,470.466
"317",2022-03-27 05:16:00,461.298
"318",2022-03-27 05:17:00,461.798
"319",2022-03-27 05:18:00,470.813
"320",2022-03-27 05:19:00,464.202
"321",2022-03-27 05:20:00,467.541
"322",2022-03-27 05:21:00,467.621
"323",2022-03-27 05:22:00,468.195
"324",2022-03-27 05:23:00,468.569
"325",2022-03-27 05:24:00,473.266
"326",2022-03-27 05:25:00,467.668
"327",2022-03-27 05:26:00,459.838
"328",2022-03-27 05:27:00,468.67
"329",2022-03-27 05:28:00,467.928
"330",2022-03-27 05:29:00,466.224
"331",2022-03-27 05:30:00,466.283
"332",2022-03-27 05:31:00,466.851
"333",2022-03-27 05:32:00,468.838
"334",2022-03-27 05:33:00,478.669
"335",2022-03-27 05:34:00,462.71
"336",2022-03-27 05:35:00,474.42
"337",2022-03-27 05:36:00,469.68
"338",2022-03-27 05:37:00,461.625
"339",2022-03-27 05:38:00,469.145
"340",2022-03-27 05:39:00,461.373
"341",2022-03-27 05:40:00,475.022
"342",2022-03-27 05:41:00,470.723
"343",2022-03-27 05:42:00,463.216
"344",2022-03-27 05:43:00,465.916
"345",2022-03-27 05:44:00,476.039
"346",2022-03-27 05:45:00,469.278
"347",2022-03-27 05:46:00,464.111
"348",2022-03-27 05:47:00,470.884
"349",2022-03-27 05:48:00,460.528
"350",2022-03-27 05:49:00,469.554
"351",2022-03-27 05:50:00,468.376
"352",2022-03-27 05:51:00,458.849
"353",2022-03-27 05:52:00,471.861
"354",2022-03-27 05:53:00,469.145
"355",2022-03-27 05:54:00,460.338
"356",2022-03-27 05:55:00,470.009
"357",2022-03-27 05:56:00,459.414
"358",2022-03-27 05:57:00,462.282
"359",2022-03-27 05:58:00,459.984
"360",2022-03-27 05:59:00,470.693
"361",2022-03-27 06:00:00,463.551
"362",2022-03-27 06:01:00,469.897
"363",2022-03-27 06:02:00,472.952
"364",2022-03-27 06:03:00,468
"365",2022-03-27 06:04:00,465.139
"366",2022-03-27 06:05:00,468.925
"367",2022-03-27 06:06:00,466.541
"368",2022-03-27 06:07:00,469.146
"369",2022-03-27 06:08:00,474.556
"370",2022-03-27 06:09:00,473.305
"371",2022-03-27 06:10:00,461.08
"372",2022-03-27 06:11:00,469.582
"373",2022-03-27 06:12:00,472.576
"374",2022-03-27 06:13:00,467.083
"375",2022-03-27 06:14:00,471.223
"376",2022-03-27 06:15:00,462.681
"377",2022-03-27 06:16:00,461.466
"378",2022-03-27 06:17:00,462.43
"379",2022-03-27 06:18:00,463.395
"380",2022-03-27 06:19:00,460.267
"381",2022-03-27 06:20:00,466.637
"382",2022-03-27 06:21:00,473.866
"383",2022-03-27 06:22:00,467.684
"384",2022-03-27 06:23:00,461.829
"385",2022-03-27 06:24:00,472.774
"386",2022-03-27 06:25:00,467.161
"387",2022-03-27 06:26:00,469.233
"388",2022-03-27 06:27:00,463.579
"389",2022-03-27 06:28:00,473.99
"390",2022-03-27 06:29:00,469.917
"391",2022-03-27 06:30:00,460.952
"392",2022-03-27 06:31:00,459.604
"393",2022-03-27 06:32:00,470.991
"394",2022-03-27 06:33:00,478.035
"395",2022-03-27 06:34:00,473.975
"396",2022-03-27 06:35:00,468.26
"397",2022-03-27 06:36:00,472.205
"398",2022-03-27 06:37:00,461.75
"399",2022-03-27 06:38:00,470.924
"400",2022-03-27 06:39:00,466.079
"401",2022-03-27 06:40:00,476.045
"402",2022-03-27 06:41:00,464.208
"403",2022-03-27 06:42:00,465.873
"404",2022-03-27 06:43:00,468.01
"405",2022-03-27 06:44:00,471.919
"406",2022-03-27 06:45:00,471.59
"407",2022-03-27 06:46:00,471.294
"408",2022-03-27 06:47:00,463.306
"409",2022-03-27 06:48:00,470.468
"410",2022-03-27 06:49:00,455.917
"411",2022-03-27 06:50:00,468.036
"412",2022-03-27 06:51:00,462.014
"413",2022-03-27 06:52:00,465.737
"414",2022-03-27 06:53:00,474.593
"415",2022-03-27 06:54:00,463.396
"416",2022-03-27 06:55:00,462.966
"417",2022-03-27 06:56:00,467.343
"418",2022-03-27 06:57:00,470.911
"419",2022-03-27 06:58:00,464.445
"420",2022-03-27 06:59:00,472.551
"421",2022-03-27 07:00:00,463.964
"422",2022-03-27 07:01:00,467.793
"423",2022-03-27 07:02:00,470.737
"424",2022-03-27 07:03:00,467.027
"425",2022-03-27 07:04:00,464.433
"426",2022-03-27 07:05:00,476.121
"427",2022-03-27 07:06:00,463.685
"428",2022-03-27 07:07:00,477.911
"429",2022-03-27 07:08:00,466.728
"430",2022-03-27 07:09:00,469.566
"431",2022-03-27 07:10:00,462.243
"432",2022-03-27 07:11:00,473.401
"433",2022-03-27 07:12:00,471.006
"434",2022-03-27 07:13:00,468.664
"435",2022-03-27 07:14:00,470.043
"436",2022-03-27 07:15:00,465.037
"437",2022-03-27 07:16:00,468.267
"438",2022-03-27 07:17:00,471.248
"439",2022-03-27 07:18:00,470.259
"440",2022-03-27 07:19:00,466.248
"441",2022-03-27 07:20:00,462.014
"442",2022-03-27 07:21:00,472.661
"443",2022-03-27 07:22:00,470.635
"444",2022-03-27 07:23:00,462.436
"445",2022-03-27 07:24:00,464.585
"446",2022-03-27 07:25:00,472.109
"447",2022-03-27 07:26:00,466.443
"448",2022-03-27 07:27:00,471.026
"449",2022-03-27 07:28:00,459.106
"450",2022-03-27 07:29:00,466.059
"451",2022-03-27 07:30:00,464.376
"452",2022-03-27 07:31:00,468.279
"453",2022-03-27 07:32:00,470.144
"454",2022-03-27 07:33:00,461.376
"455",2022-03-27 07:34:00,463.747
"456",2022-03-27 07:35:00,474.008
"457",2022-03-27 07:36:00,471.012
"458",2022-03-27 07:37:00,477.248
"459",2022-03-27 07:38:00,464.592
"460",2022-03-27 07:39:00,468.803
"461",2022-03-27 07:40:00,469.153
"462",2022-03-27 07:41:00,466.85
"463",2022-03-27 07:42:00,465.88
"464",2022-03-27 07:43:00,474.952
"465",2022-03-27 07:44:00,471.106
"466",2022-03-27 07:45:00,463.174
"467",2022-03-27 07:46:00,468.77
"468",2022-03-27 07:47:00,466.153
"469",2022-03-27 07:48:00,471.901
"470",2022-03-27 07:49:00,471.113
"471",2022-03-27 07:50:00,471.544
"472",2022-03-27 07:51:00,464.783
"473",2022-03-27 07:52:00,468.035
"474",2022-03-27 07:53:00,460
"475",2022-03-27 07:54:00,465.226
"476",2022-03-27 07:55:00,464.148
"477",2022-03-27 07:56:00,465.521
"478",2022-03-27 07:57:00,462.158
"479",2022-03-27 07:58:00,473.511
"480",2022-03-27 07:59:00,469.523
"481",2022-03-27 08:00:00,468.661
"482",2022-03-27 08:01:00,461.682
"483",2022-03-27 08:02:00,460.788
"484",2022-03-27 08:03:00,470.554
"485",2022-03-27 08:04:00,457.314
"486",2022-03-27 08:05:00,465.629
"487",2022-03-27 08:06:00,468.6
"488",2022-03-27 08:07:00,477.728
"489",2022-03-27 08:08:00,465.805
"490",2022-03-27 08:09:00,468.722
"491",2022-03-27 08:10:00,470.372
"492",2022-03-27 08:11:00,474.279
"493",2022-03-27 08:12:00,470.688
"494",2022-03-27 08:13:00,461.051
"495",2022-03-27 08:14:00,470.648
"496",2022-03-27 08:15:00,464.44
"497",2022-03-27 08:16:00,470.061
"498",2022-03-27 08:17:00,471.766
"499",2022-03-27 08:18:00,467.636
"500",2022-03-27 08:19:00,469.482
"501",2022-03-27 08:20:00,461.759
"502",2022-03-27 08:21:00,464.595
"503",2022-03-27 08:22:00,464.317
"504",2022-03-27 08:23:00,466.839
"505",2022-03-27 08:24:00,474.159
"506",2022-03-27 08:25:00,470.102
"507",2022-03-27 08:26:00,468.011
"508",2022-03-27 08:27:00,460.48
"509",2022-03-27 08:28:00,463.014
"510",2022-03-27 08:29:00,464.767
"511",2022-03-27 08:30:00,462.438
"512",2022-03-27 08:31:00,466.951
"513",2022-03-27 08:32:00,462.4
"514",2022-03-27 08:33:00,467.207
"515",2022-03-27 08:34:00,462.129
"516",2022-03-27 08:35:00,469.108
"517",2022-03-27 08:36:00,473.162
"518",2022-03-27 08:37:00,473.237
"519",2022-03-27 08:38:00,469.526
"520",2022-03-27 08:39:00,470.95
"521",2022-03-27 08:40:00,464.765
"522",2022-03-27 08:41:00,470.066
"523",2022-03-27 08:42:00,469.29
"524",2022-03-27 08:43:00,466.611
"525",2022-03-27 08:44:00,462.997
"526",2022-03-27 08:45:00,463.564
"527",2022-03-27 08:46:00,468.352
"528",2022-03-27 08:47:00,461.361
"529",2022-03-27 08:48:00,474.68
"530",2022-03-27 08:49:00,457.789
"531",2022-03-27 08:50:00,474.64
"532",2022-03-27 08:51:00,462.027
"533",2022-03-27 08:52:00,465.065
"534",2022-03-27 08:53:00,457.946
"535",2022-03-27 08:54:00,470.685
"536",2022-03-27 08:55:00,468.633
"537",2022-03-27 08:56:00,467.74
"538",2022-03-27 08:57:00,462.784
"539",2022-03-27 08:58:00,467.465
"540",2022-03-27 08:59:00,468.801
"541",2022-03-27 09:00:00,464.479
"542",2022-03-27 09:01:00,469.368
"543",2022-03-27 09:02:00,470.495
"544",2022-03-27 09:03:00,461.085
"545",2022-03-27 09:04:00,466.795
"546",2022-03-27 09:05:00,465.816
"547",2022-03-27 09:06:00,481.127
"548",2022-03-27 09:07:00,467.732
"549",2022-03-27 09:08:00,466.74
"550",2022-03-27 09:09:00,469.225
"551",2022-03-27 09:10:00,464.976
"552",2022-03-27 09:11:00,470.225
"553",2022-03-27 09:12:00,467.014
"554",2022-03-27 09:13:00,470.25
"555",2022-03-27 09:14:00,466.497
"556",2022-03-27 09:15:00,464.449
"557",2022-03-27 09:16:00,469.56
"558",2022-03-27 09:17:00,459.313
"559",2022-03-27 09:18:00,466.213
"560",2022-03-27 09:19:00,465.793
"561",2022-03-27 09:20:00,470.079
"562",2022-03-27 09:21:00,466.935
"563",2022-03-27 09:22:00,464.257
"564",2022-03-27 09:23:00,469.241
"565",2022-03-27 09:24:00,470.56
"566",2022-03-27 09:25:00,469.343
"567",2022-03-27 09:26:00,470.141
"568",2022-03-27 09:27:00,470.648
"569",2022-03-27 09:28:00,463.162
"570",2022-03-27 09:29:00,463.846
"571",2022-03-27 09:30:00,462.454
"572",2022-03-27 09:31:00,466.497
"573",2022-03-27 09:32:00,459.434
"574",2022-03-27 09:33:00,467.812
"575",2022-03-27 09:34:00,464.157
"576",2022-03-27 09:35:00,460.681
"577",2022-03-27 09:36:00,462.792
"578",2022-03-27 09:37:00,462.782
"579",2022-03-27 09:38:00,460.123
"580",2022-03-27 09:39:00,461.031
"581",2022-03-27 09:40:00,458.578
"582",2022-03-27 09:41:00,464.171
"583",2022-03-27 09:42:00,462.069
"584",2022-03-27 09:43:00,461.083
"585",2022-03-27 09:44:00,464.222
"586",2022-03-27 09:45:00,469.952
"587",2022-03-27 09:46:00,470.229
"588",2022-03-27 09:47:00,471.428
"589",2022-03-27 09:48:00,468.448
"590",2022-03-27 09:49:00,468.023
"591",2022-03-27 09:50:00,465.316
"592",2022-03-27 09:51:00,461.95
"593",2022-03-27 09:52:00,462.884
"594",2022-03-27 09:53:00,468.348
"595",2022-03-27 09:54:00,457.607
"596",2022-03-27 09:55:00,463.681
"597",2022-03-27 09:56:00,456.746
"598",2022-03-27 09:57:00,461.995
"599",2022-03-27 09:58:00,465.401
"600",2022-03-27 09:59:00,468.557
"601",2022-03-27 10:00:00,467.952
"602",2022-03-27 10:01:00,464.266
"603",2022-03-27 10:02:00,468.5
"604",2022-03-27 10:03:00,469.205
"605",2022-03-27 10:04:00,464.342
"606",2022-03-27 10:05:00,460.999
"607",2022-03-27 10:06:00,467.849
"608",2022-03-27 10:07:00,478.108
"609",2022-03-27 10:08:00,464.576
"610",2022-03-27 10:09:00,461.499
"611",2022-03-27 10:10:00,465.613
"612",2022-03-27 10:11:00,463.23
"613",2022-03-27 10:12:00,467.729
"614",2022-03-27 10:13:00,466.123
"615",2022-03-27 10:14:00,468.839
"616",2022-03-27 10:15:00,465.462
"617",2022-03-27 10:16:00,465.096
"618",2022-03-27 10:17:00,467.187
"619",2022-03-27 10:18:00,465.486
"620",2022-03-27 10:19:00,470.357
"621",2022-03-27 10:20:00,472.681
"622",2022-03-27 10:21:00,462.363
"623",2022-03-27 10:22:00,464.922
"624",2022-03-27 10:23:00,464.467
"625",2022-03-27 10:24:00,461.253
"626",2022-03-27 10:25:00,463.128
"627",2022-03-27 10:26:00,461.58
"628",2022-03-27 10:27:00,461.272
"629",2022-03-27 10:28:00,466.552
"630",2022-03-27 10:29:00,470.944
"631",2022-03-27 10:30:00,465.197
"632",2022-03-27 10:31:00,465.035
"633",2022-03-27 10:32:00,466.389
"634",2022-03-27 10:33:00,466.057
"635",2022-03-27 10:34:00,468.292
"636",2022-03-27 10:35:00,469.737
"637",2022-03-27 10:36:00,465.314
"638",2022-03-27 10:37:00,468.94
"639",2022-03-27 10:38:00,467.387
"640",2022-03-27 10:39:00,464.031
"641",2022-03-27 10:40:00,471.31
"642",2022-03-27 10:41:00,464.295
"643",2022-03-27 10:42:00,463.225
"644",2022-03-27 10:43:00,459.895
"645",2022-03-27 10:44:00,469.777
"646",2022-03-27 10:45:00,468.699
"647",2022-03-27 10:46:00,465.243
"648",2022-03-27 10:47:00,467.012
"649",2022-03-27 10:48:00,470.639
"650",2022-03-27 10:49:00,467.874
"651",2022-03-27 10:50:00,468.281
"652",2022-03-27 10:51:00,468.947
"653",2022-03-27 10:52:00,473.642
"654",2022-03-27 10:53:00,471.094
"655",2022-03-27 10:54:00,476.462
"656",2022-03-27 10:55:00,466.937
"657",2022-03-27 10:56:00,470.374
"658",2022-03-27 10:57:00,460.067
"659",2022-03-27 10:58:00,466.247
"660",2022-03-27 10:59:00,469.906
"661",2022-03-27 11:00:00,468.828
"662",2022-03-27 11:01:00,471.723
"663",2022-03-27 11:02:00,467.059
"664",2022-03-27 11:03:00,467.541
"665",2022-03-27 11:04:00,465.569
"666",2022-03-27 11:05:00,460.929
"667",2022-03-27 11:06:00,472.625
"668",2022-03-27 11:07:00,465.757
"669",2022-03-27 11:08:00,467.75
"670",2022-03-27 11:09:00,471.432
"671",2022-03-27 11:10:00,466.01
"672",2022-03-27 11:11:00,470.098
"673",2022-03-27 11:12:00,473.107
"674",2022-03-27 11:13:00,470.906
"675",2022-03-27 11:14:00,476.02
"676",2022-03-27 11:15:00,457.234
"677",2022-03-27 11:16:00,469.051
"678",2022-03-27 11:17:00,469.443
"679",2022-03-27 11:18:00,468.744
"680",2022-03-27 11:19:00,470.343
"681",2022-03-27 11:20:00,458.214
"682",2022-03-27 11:21:00,471.57
"683",2022-03-27 11:22:00,469.293
"684",2022-03-27 11:23:00,464.022
"685",2022-03-27 11:24:00,465.744
"686",2022-03-27 11:25:00,474.977
"687",2022-03-27 11:26:00,467.261
"688",2022-03-27 11:27:00,465.201
"689",2022-03-27 11:28:00,473.683
"690",2022-03-27 11:29:00,470.973
"691",2022-03-27 11:30:00,460.689
"692",2022-03-27 11:31:00,472.403
"693",2022-03-27 11:32:00,470.268
"694",2022-03-27 11:33:00,472.253
"695",2022-03-27 11:34:00,461.899
"696",2022-03-27 11:35:00,466.001
"697",2022-03-27 11:36:00,467.058
"698",2022-03-27 11:37:00,468.833
"699",2022-03-27 11:38:00,472.328
